ID_Imagem,Score
image_0.jpg,0.18480071425437927
image_1.jpg,0.4332234561443329
image_10.jpg,0.32928919792175293
image_1000.jpg,0.3036452531814575
image_1001.jpg,0.5073606371879578
image_1002.jpg,0.21902215480804443
image_1003.jpg,0.21799544990062714
image_1004.jpg,0.18546080589294434
image_103.jpg,0.16160660982131958
image_1032.jpg,0.4665584862232208
image_1033.jpg,0.5430563688278198
image_1034.jpg,0.38537079095840454
image_1035.jpg,0.2941391170024872
image_104.jpg,0.5635720491409302
image_105.jpg,0.6933625340461731
image_106.jpg,0.6084324717521667
image_107.jpg,0.2819637656211853
image_1076.jpg,0.0992041528224945
image_1077.jpg,0.8554214835166931
image_1080.jpg,0.5047730803489685
image_1081.jpg,0.9862655997276306
image_1087.jpg,0.30207738280296326
image_1088.jpg,0.2009829729795456
image_1092.jpg,0.430771142244339
image_1093.jpg,0.3043208122253418
image_1094.jpg,0.27011188864707947
image_1095.jpg,0.8987062573432922
image_1096.jpg,0.4947407841682434
image_11.jpg,0.12591002881526947
image_110.jpg,0.14820188283920288
image_111.jpg,0.7383599281311035
image_1112.jpg,0.6858862638473511
image_1113.jpg,0.3700461685657501
image_112.jpg,0.4497380554676056
image_113.jpg,0.1785065084695816
image_1136.jpg,0.3389894962310791
image_1137.jpg,0.18791024386882782
image_1138.jpg,0.3259674608707428
image_1139.jpg,0.8306818008422852
image_114.jpg,0.9716624617576599
image_1140.jpg,0.2875531315803528
image_1141.jpg,0.39910802245140076
image_1142.jpg,0.2986683249473572
image_1143.jpg,0.2646152377128601
image_1144.jpg,0.31133222579956055
image_115.jpg,0.30637049674987793
image_1160.jpg,0.14954398572444916
image_1161.jpg,0.6674774289131165
image_1164.jpg,0.4351809024810791
image_1165.jpg,0.9674936532974243
image_1187.jpg,0.12454977631568909
image_1188.jpg,0.5348380208015442
image_1189.jpg,0.5211480259895325
image_1190.jpg,0.5218793749809265
image_1197.jpg,0.28649652004241943
image_1198.jpg,0.21211360394954681
image_1199.jpg,0.367465615272522
image_12.jpg,0.5577129125595093
image_120.jpg,0.7232231497764587
image_1201.jpg,0.29726386070251465
image_1202.jpg,0.511418342590332
image_1203.jpg,0.4305896461009979
image_1204.jpg,0.2592214345932007
image_121.jpg,0.44452396035194397
image_1213.jpg,0.3557557463645935
image_1214.jpg,0.3966672420501709
image_1215.jpg,0.5695889592170715
image_1216.jpg,0.08865813165903091
image_1217.jpg,0.3230890929698944
image_1218.jpg,0.5194360613822937
image_122.jpg,0.7447873950004578
image_1225.jpg,0.1285439282655716
image_1226.jpg,0.5308648943901062
image_1227.jpg,0.36808884143829346
image_123.jpg,0.3388423025608063
image_1230.jpg,0.4083205759525299
image_1231.jpg,0.31802287697792053
